record_type,record_id,field,route,rules,length_delta,before,after
INFO,2397625893242286666,text,plugin,R400 R500,-2,"The four Bad Daedra, according to the Temple, are Molag Bal, Malacath, Mehrunes Dagon, and Sheogorath. Bad Daedra include Molag Bal's servant, the daedroth; Malacath's servant, the ogrim; Mehrunes Dagon's servant, the scamp, the dremora, and the clannfear; and Sheogorath's servant, the golden saint.","The four Bad Zenar, according to the Temple, are Molag Bal, Malacath, Mehrunes Dagon, and Sheogorath. Bad Zenar include Molag Bal's servant, the zenaroth; Malacath's servant, the ogrim; Mehrunes Dagon's servant, the scamp, the dremora, and the clannfear; and Sheogorath's servant, the golden saint."
INFO,13302538963722469,text,plugin,R500,-1,"Go to Ashalmawia, just east of Ald Velothi. Find the foul Daedra worshipper Gordol, kill him, and report your victory to me.","Go to Ashalmawia, just east of Ald Velothi. Find the foul Zenar worshipper Gordol, kill him, and report your victory to me."
INFO,9819186011414313638,text,plugin,R500,-4,"Scrolls of summoning are, without exception, based on the Law of Similarity as you must know. While others use parts of the creature, such as Daedra skin for summoning Daedra, I have developed a new methods, based on a recovered Dwemer machine. My scrolls only have an image of the Daedra, which works almost as well as a Daedra skin or heart... And at a fraction of the cost.","Scrolls of summoning are, without exception, based on the Law of Similarity as you must know. While others use parts of the creature, such as Zenar skin for summoning Zenar, I have developed a new methods, based on a recovered Dwemer machine. My scrolls only have an image of the Zenar, which works almost as well as a Zenar skin or heart... And at a fraction of the cost."
INFO,295819958194376852,text,plugin,R300,0,"The longsword is the standard officer's weapon in the Legions, and a noble's weapon in the West. In Morrowind, glass, ebony, and Daedric longswords are precious heirlooms passed down through generations of noble warriors in a Great House.","The longsword is the standard officer's weapon in the Legions, and a noble's weapon in the West. In Morrowind, glass, ebony, and Zenaric longswords are precious heirlooms passed down through generations of noble warriors in a Great House."
INFO,1964015707149176183,text,plugin,R270 R500,-3,"The clannfear is a fierce, green, lizardlike bipedal Daedric summoning. Daedra hearts have modest magical properties, and are prized by alchemists.","The clannfear is a fierce, green, lizardlike bipedal Zenar summoning. Zenar hearts have modest magical properties, and are prized by alchemists."
INFO,3797170121523127866,text,plugin,R270 R500,-3,"The clannfear is a fierce, green, lizardlike bipedal Daedric summoning. Daedra hearts have modest magical properties, and are prized by alchemists.","The clannfear is a fierce, green, lizardlike bipedal Zenar summoning. Zenar hearts have modest magical properties, and are prized by alchemists."
INFO,7458153442470511531,text,plugin,R500,-3,"Atronachs encountered here are of three elemental domains: flame atronachs, or fire daedra; frost atronachs, or frost daedra; and storm atronachs, also called storm daedra.","Atronachs encountered here are of three elemental domains: flame atronachs, or fire zenar; frost atronachs, or frost zenar; and storm atronachs, also called storm zenar."
INFO,29198203683166230008,text,plugin,R500,-3,"Atronachs encountered here are of three elemental domains: flame atronachs, or fire daedra; frost atronachs, or frost daedra; and storm atronachs, also called storm daedra.","Atronachs encountered here are of three elemental domains: flame atronachs, or fire zenar; frost atronachs, or frost zenar; and storm atronachs, also called storm zenar."
INFO,21456167471394015241,text,plugin,R100 R270,-4,"Ald Sotha is a splendid Daedric ruin within sight of Vivec City. Though exotic and picturesque, it is a dangerous site, haunted by old magics, dark cultists, and their Daedric summonings, and not recommended for sightseers.","Ald Sotha is a splendid Zetic ruin within sight of Vivec City. Though exotic and picturesque, it is a dangerous site, haunted by old magics, dark cultists, and their Zenar summonings, and not recommended for sightseers."
INFO,16871106641445926629,text,plugin,R100 R270,-4,"Ald Sotha is a splendid Daedric ruin within sight of Vivec City. Though exotic and picturesque, it is a dangerous site, haunted by old magics, dark cultists, and their Daedric summonings, and not recommended for sightseers.","Ald Sotha is a splendid Zetic ruin within sight of Vivec City. Though exotic and picturesque, it is a dangerous site, haunted by old magics, dark cultists, and their Zenar summonings, and not recommended for sightseers."
INFO,2902630686101395621,text,plugin,R100 R270,-4,"Ald Sotha is a splendid Daedric ruin within sight of Vivec City. Though exotic and picturesque, it is a dangerous site, haunted by old magics, dark cultists, and their Daedric summonings, and not recommended for sightseers.","Ald Sotha is a splendid Zetic ruin within sight of Vivec City. Though exotic and picturesque, it is a dangerous site, haunted by old magics, dark cultists, and their Zenar summonings, and not recommended for sightseers."
INFO,3145335292525417672,text,plugin,R270,-2,"Though exotic and picturesque, Ald Sotha is a dangerous site, haunted by old magics, dark cultists, and their Daedric summonings, and not recommended for sightseers.","Though exotic and picturesque, Ald Sotha is a dangerous site, haunted by old magics, dark cultists, and their Zenar summonings, and not recommended for sightseers."
INFO,1237228497271626934,text,plugin,R270,-2,"Though exotic and picturesque, Ald Sotha is a dangerous site, haunted by old magics, dark cultists, and their Daedric summonings, and not recommended for sightseers.","Though exotic and picturesque, Ald Sotha is a dangerous site, haunted by old magics, dark cultists, and their Zenar summonings, and not recommended for sightseers."
INFO,27617240421722420220,text,plugin,R100,-2,"Ald Sotha is a large Daedric ruin in the southern Ascadian Isles region, within sight of Vivec City to the east.","Ald Sotha is a large Zetic ruin in the southern Ascadian Isles region, within sight of Vivec City to the east."
INFO,30390105221346723526,text,plugin,R100,-2,"Ald Sotha is a large Daedric ruin in the southern Ascadian Isles region, within sight of Vivec City to the east.","Ald Sotha is a large Zetic ruin in the southern Ascadian Isles region, within sight of Vivec City to the east."
INFO,2971328764764617224,text,plugin,R100,-2,"This was a Nord settlement thousands of years ago, until the Dunmer drove the Nords from Morrowind. Then the Dwemer built a city here; the village built on the ruins of the Dwemer city. Since Morrowind became an Imperial province, Nord fishermen have returned here. Imperial scholars and adventurers also come here to explore the various Dwemer and Daedric ruins of Sheogorad.","This was a Nord settlement thousands of years ago, until the Dunmer drove the Nords from Morrowind. Then the Dwemer built a city here; the village built on the ruins of the Dwemer city. Since Morrowind became an Imperial province, Nord fishermen have returned here. Imperial scholars and adventurers also come here to explore the various Dwemer and Zetic ruins of Sheogorad."
INFO,205451407245156174,text,plugin,R500,-1,"The Dunmer believe the spirits of the dead live on in our world. They can know and affect the future, and can speak with other spirits, and work great magic, so the Dunmer honor and gift them, and ask them for aid and protection. Strong spirits of heroes and wise women preserve the wisdom and honor of the race. The worst spirits are evil and harmful, called ghosts, and devils, and daemons. The old ...","The Dunmer believe the spirits of the dead live on in our world. They can know and affect the future, and can speak with other spirits, and work great magic, so the Dunmer honor and gift them, and ask them for aid and protection. Strong spirits of heroes and wise women preserve the wisdom and honor of the race. The worst spirits are evil and harmful, called ghosts, and devils, and daemons. The old ..."
INFO,31203137241831030936,text,plugin,R500,-2,"The oldest of our ancestor spirits we call the Daedra; though they are powerful and cunning, their hearts and minds have grown distant and strange, and the bad Daedra are dangerous.","The oldest of our ancestor spirits we call the Zenar; though they are powerful and cunning, their hearts and minds have grown distant and strange, and the bad Zenar are dangerous."
INFO,21677150282611615767,text,plugin,R500,-2,"The oldest of our ancestor spirits we call the Daedra; though they are powerful and cunning, their hearts and minds have grown distant and strange, and the bad Daedra are dangerous.","The oldest of our ancestor spirits we call the Zenar; though they are powerful and cunning, their hearts and minds have grown distant and strange, and the bad Zenar are dangerous."
INFO,229313680683231505,text,plugin,R500,-2,"The oldest of our ancestor spirits we call the Daedra; though they are powerful and cunning, their hearts and minds have grown distant and strange, and the bad Daedra are dangerous.","The oldest of our ancestor spirits we call the Zenar; though they are powerful and cunning, their hearts and minds have grown distant and strange, and the bad Zenar are dangerous."
INFO,36922235950653486,text,plugin,R500,-2,"The oldest of our ancestor spirits we call the Daedra; though they are powerful and cunning, their hearts and minds have grown distant and strange, and the bad Daedra are dangerous.","The oldest of our ancestor spirits we call the Zenar; though they are powerful and cunning, their hearts and minds have grown distant and strange, and the bad Zenar are dangerous."
